_id,dc_toy_num,dc_img_url,dc_model_name,dc_bin_num,dc_series,dc_color,dc_year,dc_series_num,dc_collector_num,dc_favourite,dc_notes,dc_duplicate,createdBy,dc_date_added,dc_treasure_hunt,dc_damaged
560370a2d62d105a0c9333c1,CMJ33,http://static.christanfergus.com/images/diecast/IMG_20150726_152232.jpg,AVANT GARDE,1A,TOM AND JERRY,BLACK/ORANGE,2015,5/6/2015,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333c2,CMJ34,http://static.christanfergus.com/images/diecast/IMG_20150726_152249.jpg,RYURA LX,1A,TOM AND JERRY,BLACK,2015,6/6/2015,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333c3,27068,http://static.christanfergus.com/images/diecast/DSC00838.JPG,HOT SEAT,1A,VIRTUAL COLLECTION,,2000,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333c4,G6835,http://static.christanfergus.com/images/diecast/DSC00944.JPG,WHIP CREAMER II,1A,WHITE HEAT,WHITE,2005,3/5/2015,108,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333c5,53729,http://static.christanfergus.com/images/diecast/DSC00924.JPG,FERRARI 308,1A,,SILVER,2001,,190,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333c6,57233,http://static.christanfergus.com/images/diecast/DSC00836.JPG,CRAZED CLOWNS,1A,,RED,2003,2/5/2015,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333c7,J3277,http://static.christanfergus.com/images/diecast/DSC00621.JPG,DATSUN 240Z,1A,,WHITE,2006,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333c8,J8024,http://static.christanfergus.com/images/diecast/DSC00994.JPG,LOTUS PROJECT M250,1A,,GREEN,2006,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333c9,CFH32,http://static.christanfergus.com/images/diecast/DSC00597.JPG,COCKNEY CAB II,2A,HW CITY,,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333ca,CFH47,http://static.christanfergus.com/images/diecast/DSC01086.JPG,67 AUSTIN MINI VAN,2A,HW CITY - HW ART CARS,MAROON,2015,2/5/2015,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333cb,CFK21,http://static.christanfergus.com/images/diecast/IMG_20150706_211130.JPG,BATMOBILE (THE BRAVE AND THE BOLD),2A,HW CITY 2015 - BATMAN,BLACK,2015,3/5,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333cc,CFL45,http://static.christanfergus.com/images/diecast/IMG_20150711_205435.jpg,BATMOBILE,2A,HW CITY 2015 - BATMAN,BLACK,2015,2/5,,,BATMAN THE BRAVE & THE BOLD,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333cd,CFG82,http://static.christanfergus.com/images/diecast/IMG_20150711_205457.jpg,BATMAN: ARKHAM KNIGHT BATMOBILE,2A,HW CITY 2015 - BATMAN,BLACK,2015,1/5,,,BATMAN: ARKHAM KNIGHT,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333ce,CFL46,http://static.christanfergus.com/images/diecast/IMG_20150718_152900.jpg,BATMAN LIVE! BATMOBILE,2A,HW CITY 2015 - BATMAN,BLACK,2015,5/5,,,BATMAN LIVE! BATMOBILE,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333cf,CFK22,http://static.christanfergus.com/images/diecast/IMG_20150909_210331.jpg,BATMAN: ARKHAM ASYLUM BATMOBILE,2A,HW CITY 2015 - BATMAN,BLACK,2015,4/5,,,,,PDigwodDLwByNXtBS,9/9/2015,,
560370a2d62d105a0c9333d0,CFJ51,http://static.christanfergus.com/images/diecast/DSC01072.JPG,COCKNEY CAB II,2A,HW CITY 2015 - HW CITY WORKS,BLUE,2015,8/10/2015,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333d1,CFH46,http://static.christanfergus.com/images/diecast/IMG_20150627_203449.JPG,CUSTOM '77 DODGE VAN,2A,HW CITY 2015 - HW PERFORMANCE,YELLOW,2015,10/10/2015,,TRUE,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333d2,CFH48,http://static.christanfergus.com/images/diecast/IMG_20150711_205110.jpg,83 CHEVY SILVERADO,2A,HW CITY 2015 - HW PERFORMANCE,ORANGE,2015,6/10/2015,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333d3,CFH49,http://static.christanfergus.com/images/diecast/IMG_20150711_205415.jpg,71 EL CAMINO,2A,HW CITY 2015 - HW PERFORMANCE,BLACK,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333d4,CFH36,http://static.christanfergus.com/images/diecast/IMG_20150717_181435.jpg,09 CORVETTE ZR1,2A,HW CITY 2015 - HW PERFORMANCE,BLUE,2015,,,,GULF LIVERY,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333d5,CFH22,http://static.christanfergus.com/images/diecast/IMG_20150722_204352.jpg,69 DODGE CHARGER 500,2A,HW CITY 2015 - HW PERFORMANCE,BLUE,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333d6,CFH35,http://static.christanfergus.com/images/diecast/IMG_20150731_150354.jpg,10 FORD SHELBY GT500,2A,HW CITY 2015 - HW PERFORMANCE,WHITE,2015,11/250,,,,,PDigwodDLwByNXtBS,8/23/2015,,
560370a2d62d105a0c9333d7,CFH25,http://static.christanfergus.com/images/diecast/IMG_20150823_063334.jpg,GREAT GATSPEED,2A,HW CITY 2015 - HW PERFORMANCE,RED,2015,,,,,,PDigwodDLwByNXtBS,8/23/2015,,
560370a2d62d105a0c9333d8,CFH40,http://static.christanfergus.com/images/diecast/IMG_20150823_063622.jpg,HONDA S2000,2A,HW CITY 2015 - HW PERFORMANCE,WHITE,2015,,,,,,PDigwodDLwByNXtBS,8/23/2015,,
560370a2d62d105a0c9333d9,CFL80,http://static.christanfergus.com/images/diecast/IMG_20150909_205021.jpg,09 CORVETTE ZR1,2A,HW CITY 2015 - HW PERFORMANCE,WHITE,2015,12/250,,,WHITE GULF RACING LIVERY,,PDigwodDLwByNXtBS,9/9/2015,,
560370a2d62d105a0c9333da,CFH75,http://static.christanfergus.com/images/diecast/IMG_20150909_210442.jpg,SUPER VAN,2A,HW CITY 2015 - HW RESCUE,MAROON,2015,55/250,,,,,PDigwodDLwByNXtBS,9/5/2015,,
560370a2d62d105a0c9333db,CFJ28,http://static.christanfergus.com/images/diecast/IMG_20150909_210503.jpg,SUPER VAN,2A,HW CITY 2015 - HW RESCUE,WHITE,2015,55/250,,,,,PDigwodDLwByNXtBS,9/9/2015,,
560370a2d62d105a0c9333dc,CFH64,http://static.christanfergus.com/images/diecast/IMG_20150722_204205.jpg,U.S.S. ENTERPRISE NCC-1701,2A,HW CITY 2015 - HW SPACE TEAM,WHITE,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333dd,CFL20,http://static.christanfergus.com/images/diecast/IMG_20150909_210419.jpg,SUPER VOLT,2A,HW CITY 2015 - STREET POWER,GREY,2015,27/250,,,,,PDigwodDLwByNXtBS,9/5/2015,,
560370a2d62d105a0c9333de,CFL31,http://static.christanfergus.com/images/diecast/IMG_20150909_205932.jpg,BMW M4,2A,HW CITY 2015 - STREET POWER,MUSTARD,2015,24/250,,,,,PDigwodDLwByNXtBS,9/9/2015,,
560370a2d62d105a0c9333df,CFK18,http://static.christanfergus.com/images/diecast/IMG_20150701_CFK18.JPG,THE HOMER,2A,HW CITY 2015 - TOONED,GREEN,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333e0,CFK51,http://static.christanfergus.com/images/diecast/IMG_20150711_204942.jpg,HOT WHEELS FORD TRANSIT CONNECT,2A,HW OFF ROAD 2015 - HOT WHEELS TEST FACILITY,RED,2015,3/5/2015,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333e1,CFV19,http://static.christanfergus.com/images/diecast/DSC01062.JPG,VOLKSWAGEN CADDY,2A,HW OFF-ROAD,,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333e2,CFK32,http://static.christanfergus.com/images/diecast/IMG_20150717_181357.jpg,2008 LANCER EVOLUTION,2A,HW OFF-ROAD  2015 - ROAD RALLY,GREY,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333e3,CFK72,http://static.christanfergus.com/images/diecast/IMG_20150722_204330.jpg,DATSUN 620,2A,HW OFF-ROAD 2015 - HW HOT TRUCKS,GREEN,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333e4,CFL63,http://static.christanfergus.com/images/diecast/IMG_20150730_203009.jpg,VOLKSWAGEN CADDY,2A,HW OFF-ROAD 2015 - HW HOT TRUCKS,SILVER,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333e5,CFK68,http://static.christanfergus.com/images/diecast/IMG_20150909_204945.jpg,CUSTOM FORD BRONCO,2A,HW OFF-ROAD 2015 - HW HOT TRUCKS,GREY,2015,121/250,,,,,PDigwodDLwByNXtBS,9/9/2015,,
560370a2d62d105a0c9333e6,CFK35,http://static.christanfergus.com/images/diecast/DSC00567.JPG,MORRIS MINI,2A,HW OFF-ROAD 2015 - ROAD RALLY,ORANGE,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333e7,CFL64,http://static.christanfergus.com/images/diecast/IMG_20150726_152027.jpg,12 FORD FIESTA,2A,HW OFF-ROAD 2015 - ROAD RALLY,GREEN,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333e8,CFL73,http://static.christanfergus.com/images/diecast/IMG_20150711_205146.jpg,MORRIS MINI,2A,HW OFF-ROAD 2015 - ROAD RALLY,LT BLUE,2015,5/5/2015,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333e9,CFJ64,http://static.christanfergus.com/images/diecast/DSC00599.JPG,SRT VIPER GTS-R,2A,HW RACE,,2015,,,TRUE,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333ea,CFK90,http://static.christanfergus.com/images/diecast/DSC01060.JPG,BMW E36 M3 RACE,2A,HW RACE,BLUE,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333eb,CFH04,http://static.christanfergus.com/images/diecast/DSC00611.JPG,CORVETTE GRAND SPORT ROADSTER,2A,HW RACE,,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333ec,CFK77,http://static.christanfergus.com/images/diecast/DSC01076.JPG,C6 CORVETTE,2A,HW RACE 2015 - HW RACE TEAM,BLUE,2015,6/10/2015,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333ed,CFG96,http://static.christanfergus.com/images/diecast/IMG_20150701_CFG96.JPG,GT HUNTER,2A,HW RACE 2015 - HW RACE TEAM,BLUE,2015,5/10/2015,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333ee,CFG97,http://static.christanfergus.com/images/diecast/IMG_20150701_CFG97.JPG,WINNING FORMULA,2A,HW RACE 2015 - HW RACE TEAM,BLUE,2015,10/10/2015,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333ef,CFK76,http://static.christanfergus.com/images/diecast/IMG_20150701_CFK76.JPG,RRROADSTER,2A,HW RACE 2015 - HW RACE TEAM,BLUE,2015,4/10/2015,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333f0,CFK80,http://static.christanfergus.com/images/diecast/IMG_20150701_CFK80.JPG,PROTOTYPE H-24,2A,HW RACE 2015 - HW RACE TEAM,BLUE,2015,9/10/2015,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333f1,CFJ54,http://static.christanfergus.com/images/diecast/IMG_20150706_211228.JPG,THE VANSTER,2A,HW RACE 2015 - HW RACE TEAM,BLUE,2015,3/10/2015,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333f2,CFH80,http://static.christanfergus.com/images/diecast/IMG_20150823_063424.jpg,DMC DELOREAN,2A,HW RACE 2015 - TRACK ACES,RED,2015,,,TRUE,,,PDigwodDLwByNXtBS,8/23/2015,,
560370a2d62d105a0c9333f3,CFH77,http://static.christanfergus.com/images/diecast/IMG_20150711_205352.jpg,68 MERCURY COUGAR,2A,HW RACE 2015 - TRACK ACES,BLUE,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333f4,CFJ32,http://static.christanfergus.com/images/diecast/IMG_20150823_063449.jpg,FORD SHELBY GR-1 CONCEPT,2A,HW RACE 2015 - TRACK ACES,BLACK,2015,,,,,,PDigwodDLwByNXtBS,8/23/2015,,
560370a2d62d105a0c9333f5,CFL27,http://static.christanfergus.com/images/diecast/IMG_20150909_210522.jpg,CORVETTE GRAND SPORT ROADSTER,2A,HW RACE 2015 - TRACK ACES,SILVER,2015,179/250,,,Fast & Furious,,PDigwodDLwByNXtBS,9/9/2015,,
560370a2d62d105a0c9333f6,CFK80,http://static.christanfergus.com/images/diecast/IMG_20150630_CFH15.JPG,ASTON MARTIN VANTAGE GT3,2A,HW RACE 2015 - WORLD RACE,BLUE,2015,,,TRUE,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333f7,CFH01,http://static.christanfergus.com/images/diecast/IMG_20150706_211153.JPG,CORVETTE C7.R,2A,HW RACE 2015 - WORLD RACE,YELLOW,2015,10/10/2015,,TRUE,"#4 won Le Mans in 2015, #3 was out due to wreck",,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333f8,CFJ61,http://static.christanfergus.com/images/diecast/IMG_20150707_215434.jpg,BMW E36 M3 RACE,2A,HW RACE 2015 - WORLD RACE,BLACK,2015,,,TRUE,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333f9,CFG99,http://static.christanfergus.com/images/diecast/IMG_20150627_203544.JPG,SRT VIPER GTS-R,2A,HW RACE 2015 - WORLD RACE,SILVER,2015,5/10/2015,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333fa,CFL26,http://static.christanfergus.com/images/diecast/IMG_20150909_210552.jpg,CORVETTE C7.R,2A,HW RACE 2015 - WORLD RACE,BLUE,2015,155/250,,,,,PDigwodDLwByNXtBS,9/9/2015,,
560370a2d62d105a0c9333fb,CFH20,http://static.christanfergus.com/images/diecast/DSC01064.JPG,MCLAREN P1,2A,HW WORKSHOP,,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333fc,CFH86,http://static.christanfergus.com/images/diecast/DSC00557.JPG,PORSCHE 911 GT3 RS,2A,HW WORKSHOP,YELLOW,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333fd,CFJ20,http://static.christanfergus.com/images/diecast/DSC00559.JPG,DATSUN 240Z,2A,HW WORKSHOP,BLACK,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333fe,CFH62,http://static.christanfergus.com/images/diecast/DSC00569.JPG,PORSCHE 934 TURBO RSR,2A,HW WORKSHOP,BLACK,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c9333ff,CFJ67,http://static.christanfergus.com/images/diecast/DSC00571.JPG,PORSCHE 934 TURBO RSR,2A,HW WORKSHOP,BLUE,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933400,CFJ22,http://static.christanfergus.com/images/diecast/DSC00575.JPG,ASTON MARTIN 1963 DB5,2A,HW WORKSHOP,RED,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933401,CFJ55,http://static.christanfergus.com/images/diecast/DSC00587.JPG,12 ACURA NSX CONCEPT,2A,HW WORKSHOP,BLUE,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933402,CFH91,http://static.christanfergus.com/images/diecast/DSC00589.JPG,MAZDA RX-7,2A,HW WORKSHOP,,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933403,CFJ25,http://static.christanfergus.com/images/diecast/DSC00593.JPG,NISSAN 370Z,2A,HW WORKSHOP,,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933404,CFG74,http://static.christanfergus.com/images/diecast/DSC00595.JPG,LOTUS ESPRIT SI,2A,HW WORKSHOP,,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933405,CFJ16,http://static.christanfergus.com/images/diecast/DSC00603.JPG,TOYOTA AE-86 COROLLA,2A,HW WORKSHOP,,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933406,CFJ03,http://static.christanfergus.com/images/diecast/DSC00627.JPG,14 CORVETTE STINGRAY,2A,HW WORKSHOP,,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933407,CFH87,http://static.christanfergus.com/images/diecast/IMG_20150627_203518.JPG,90 HONDA CIVIC EF,2A,HW WORKSHOP 2014 - NIGHT BURNERZ,BLACK,2015,2/10/2015,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933408,CFH95,http://static.christanfergus.com/images/diecast/IMG_20150711_205544.jpg,PASS 'N GASSER,2A,HW WORKSHOP 2015 - HEAT FLEET,BLUE,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933409,CFH93,http://static.christanfergus.com/images/diecast/IMG_20150717_181329.jpg,55 CHEVY BEL AIR GASSER,2A,HW WORKSHOP 2015 - HEAT FLEET,ORANGE,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c93340a,CFL55,http://static.christanfergus.com/images/diecast/IMG_20150909_205053.jpg,68 HEMI BARRACUDA,2A,HW WORKSHOP 2015 - HEAT FLEET,GREY,2015,213/250,,,,,PDigwodDLwByNXtBS,9/9/2015,,
560370a2d62d105a0c93340b,CFJ17,http://static.christanfergus.com/images/diecast/IMG_20150707_215459.jpg,CUSTOM '12 FORD MUSTANG,2A,HW WORKSHOP 2015 - HW DRIFT RACE,FALKEN,2015,,,TRUE,Falken Tire livery,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c93340c,CFL59,http://static.christanfergus.com/images/diecast/IMG_20150823_063559.jpg,CUSTOM '12 FORD MUSTANG,2A,HW WORKSHOP 2015 - HW DRIFT RACE,SILVER,2015,,,,,,PDigwodDLwByNXtBS,8/23/2015,,
560370a2d62d105a0c93340d,CFH16,http://static.christanfergus.com/images/diecast/IMG_20150726_152048.jpg,90 ACURA NSX,2A,HW WORKSHOP 2015 - HW GARAGE,RED,2015,,,TRUE,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c93340e,CFH18,http://static.christanfergus.com/images/diecast/IMG_20150729_194718.jpg,70 FORD ESCORT RS1600,2A,HW WORKSHOP 2015 - HW GARAGE,BLUE,2015,,,TRUE,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c93340f,CFL29,http://static.christanfergus.com/images/diecast/IMG_20150731_150337.jpg,MCLAREN P1,2A,HW WORKSHOP 2015 - HW GARAGE,GREY,2015,223/250,,TRUE,,,PDigwodDLwByNXtBS,8/23/2015,,
560370a2d62d105a0c933410,CFL39,http://static.christanfergus.com/images/diecast/IMG_20150711_205244.jpg,LAMBORGHINI HURACAN LP 610-4,2A,HW WORKSHOP 2015 - HW GARAGE,GREEN,2015,7/10/2015,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933411,CFH38,http://static.christanfergus.com/images/diecast/IMG_20150711_205519.jpg,8 CRATE,2A,HW WORKSHOP 2015 - HW GARAGE,MAROON,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933412,CFH03,http://static.christanfergus.com/images/diecast/IMG_20150718_152813.jpg,TESLSA MODEL S,2A,HW WORKSHOP 2015 - HW GARAGE,SILVER,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933413,CFL79,http://static.christanfergus.com/images/diecast/IMG_20150823_063519.jpg,14 CORVETTE STINGRAY,2A,HW WORKSHOP 2015 - HW GARAGE,YELLOW,2015,,,,,,PDigwodDLwByNXtBS,8/23/2015,,
560370a2d62d105a0c933414,CFJ08,http://static.christanfergus.com/images/diecast/IMG_20150722_204435.jpg,69 CHEVELLE SS 396,2A,HW WORKSHOP 2015 - MUSCLE MANIA,WHITE,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933415,CFL78,http://static.christanfergus.com/images/diecast/IMG_20150708_202248.jpg,PORSCHE 911 GT3 RS,2A,HW WORKSHOP 2015 - NIGHT BURNERZ,RED,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933416,CFM17,http://static.christanfergus.com/images/diecast/IMG_20150722_204413.jpg,70 PLYMOUTH AAR CUDA,2A,HW WORKSHOP 2015 - NIGHT BURNERZ,GREEN,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933417,CFK96,http://static.christanfergus.com/images/diecast/IMG_20150909_210405.jpg,71 DATSUN BLUEBIRD 510 WAGON,2A,HW WORKSHOP 2015 - NIGHT BURNERZ,YELLOW,2015,202/250,,TRUE,,,PDigwodDLwByNXtBS,9/9/2015,,
560370a2d62d105a0c933418,CFH39,http://static.christanfergus.com/images/diecast/DSC01058.JPG,70 CHEVY CHEVELLE,2A,HW WORKSHOP 2015 - SPEED TEAM,NAVY,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933419,CFH45,http://static.christanfergus.com/images/diecast/IMG_20150627_203609.JPG,BENTLEY CONTINENTAL SUPERSPORTS,2A,HW WORKSHOP 2015 - SPEED TEAM,MAROON,2015,2/5/2015,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c93341a,CFJ75,http://static.christanfergus.com/images/diecast/IMG_20150701_CFJ75.JPG,70 CHEVY CHEVELLE,2A,HW WORKSHOP 2015 - SPEED TEAM,BURGANDY,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c93341b,CFH41,http://static.christanfergus.com/images/diecast/IMG_20150722_204456.jpg,69 FORD MUSTANG BOSS 302,2A,HW WORKSHOP 2015 - SPEED TEAM,ORANGE,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c93341c,CFL58,http://static.christanfergus.com/images/diecast/IMG_20150701_CFL58.JPG,DATSUN 240Z,2A,HW WORKSHOP 2015 - THEN AND NOW,WHITE,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c93341d,CFJ18,http://static.christanfergus.com/images/diecast/IMG_20150711_205307.jpg,69 CAMARO,2A,HW WORKSHOP 2015 - THEN AND NOW,WHITE,2015,1/10/2015,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c93341e,CFM03,http://static.christanfergus.com/images/diecast/IMG_20150823_063257.jpg,ASTON MARTIN1963 DB5,2A,HW WORKSHOP 2015 - THEN AND NOW,BLUE,2015,,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c93341f,CFH83,http://static.christanfergus.com/images/diecast/IMG_20150701_CFH83.JPG,FERRARI 599XX,2A,HW WORKSHOP 2015 - THRILL RACERS,GREY,2015,,,TRUE,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933420,BFC47,http://static.christanfergus.com/images/diecast/IMG_20150831_191756.jpg,SUBARU WRX STI,5A,HW CITY 2014 - NIGHTBURNERZ,SILVER ,2014,6/10,,,,,PDigwodDLwByNXtBS,9/2/2015,TRUE,
560370a2d62d105a0c933421,R0931,http://static.christanfergus.com/images/diecast/DSC00982.JPG,81 DELOREAN DMC-12,3A,2010 NEW MODELS,GOLD,2010,15/44,,TRUE,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933422,R0953,http://static.christanfergus.com/images/diecast/DSC01015.JPG,71 MAVERICK GRABBER,3A,2010 NEW MODELS,GOLD,2010,33/44,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933423,R0956,http://static.christanfergus.com/images/diecast/DSC01025.JPG,71 DODGE CHARGER,3A,2010 NEW MODELS,GREEN,2010,36/44,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933424,R0947,http://static.christanfergus.com/images/diecast/DSC00713.JPG,62 FORD MUSTANG CONCEPT,3A,2010 NEW MODELS,RED,2010,28/44,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933425,V5306,http://static.christanfergus.com/images/diecast/DSC00583.JPG,BMW Z4 M,3A,2012 NEW MODELS,WHITE,2012,18/50,,TRUE,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933426,V5293,http://static.christanfergus.com/images/diecast/DSC00850.JPG,BMW M3 GT2,3A,2012 NEW MODELS,WHITE,2012,5/50,,TRUE,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933427,V5309,http://static.christanfergus.com/images/diecast/DSC00934.JPG,BMW 2002,3A,2012 NEW MODELS,ORANGE,2012,21/247,,TRUE,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933428,V5613,http://static.christanfergus.com/images/diecast/DSC00938.JPG,BMW Z4 M,3A,2012 NEW MODELS,BLACK,2012,18/247,,TRUE,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933429,V5626,http://static.christanfergus.com/images/diecast/DSC00679.JPG,SUBARU WRX STI,3A,2012 NEW MODELS,MAROON,2012,33/50,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c93342a,V5569,http://static.christanfergus.com/images/diecast/DSC00683.JPG,FORD FALCON RACE CAR,3A,2012 NEW MODELS,WHITE,2012,4/50,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c93342b,V5324,http://static.christanfergus.com/images/diecast/DSC00936.JPG,BENTLEY CONTINENTAL SUERSPORTS,3A,2012 NEW MODELS,WHITE,2012,36/247,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c93342c,V5300,http://static.christanfergus.com/images/diecast/DSC00978.JPG,12 LAMBORGHINI AVENTADOR,3A,2012 NEW MODELS,ORANGE,2012,12/50,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c93342d,V5314,http://static.christanfergus.com/images/diecast/DSC00984.JPG,PORSCHE BOXSTER SPYDER,3A,2012 NEW MODELS,WHITE,2012,26/50,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c93342e,V5319,http://static.christanfergus.com/images/diecast/DSC00988.JPG,MAZDA RX-7,3A,2012 NEW MODELS,BLACK,2012,31/50,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c93342f,R7545,http://static.christanfergus.com/images/diecast/DSC01000.JPG,SCIROCCO GT 24,3A,ALL STARS '10,BURGANDY,2010,2/10/2015,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933430,R7551,http://static.christanfergus.com/images/diecast/DSC00952.JPG,VOLKSWAGEN SP2,3A,ALL STARS '10,ORANGE,2010,8/10/2015,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933431,R7553,http://static.christanfergus.com/images/diecast/DSC00998.JPG,FERRARI 308 GTS,3A,ALL STARS '10,BLUE,2010,10/10/2015,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933432,V5399,http://static.christanfergus.com/images/diecast/DSC00874.JPG,ASTON MARTIN DBS,3A,FASTER THAN EVER,BURGANDY,2012,9/10/2015,,,,,PDigwodDLwByNXtBS,,,
560370a2d62d105a0c933433,R7554,http://static.christanfergus.com/images/diecast/DSC01027.JPG,CUSTOM V-8 VEGA,3A,FASTER THAN EVER '10,BLUE,2010,1/10/2015,,,,,PDigwodDLwByNXtBS,8/23/2015,,
